position,position_bit,rider_name,rider_name_2,time,time_sec,speed,speed_bit,dist_km,date,event,category,location,format,note,bike,season,rider_name_first,rider_name_last,gender,rider_name_abbv
19,0,Michael Greenslade,N/A,00:24:12.0,1451.999999999997,39.7,0,16,2014-11-11T00:00:00Z,Tai Tapu TT,Solo,Tai Tapu,TT,Standard course,TT,2014-15 Season,Michael,Greenslade,male,Michael G.
20,0,Darran Humpheson,N/A,00:24:12.1,1452.1000000000001,39.7,0,16,2014-11-11T00:00:00Z,Tai Tapu TT,Solo,Tai Tapu,TT,Standard course,TT,2014-15 Season,Darran,Humpheson,male,Darran H.
21,0,Jared Pidcock,N/A,00:24:14.0,1453.9999999999961,39.6,0,16,2014-11-11T00:00:00Z,Tai Tapu TT,Solo,Tai Tapu,TT,Standard course,TT,2014-15 Season,Jared,Pidcock,male,Jared P.
22,0,Campbell Pithie,N/A,00:24:16.0,1455.9999999999998,39.6,0,16,2014-11-11T00:00:00Z,Tai Tapu TT,Solo,Tai Tapu,TT,Standard course,TT,2014-15 Season,Campbell,Pithie,male,Campbell P.
23,0,Bill McSweeney,N/A,00:24:17.6,1457.6000000000001,39.5,0,16,2014-11-11T00:00:00Z,Tai Tapu TT,Solo,Tai Tapu,TT,Standard course,TT,2014-15 Season,Bill,McSweeney,male,Bill M.
24,0,Murray Carter,N/A,00:24:29.7,1469.7,39.2,0,16,2014-11-11T00:00:00Z,Tai Tapu TT,Solo,Tai Tapu,TT,Standard course,TT,2014-15 Season,Murray,Carter,male,Murray C.
25,0,Sam Goodall,N/A,00:24:30.0,1470.0000000000011,39.2,0,16,2014-11-11T00:00:00Z,Tai Tapu TT,Solo,Tai Tapu,TT,Standard course,TT,2014-15 Season,Sam,Goodall,male,Sam G.
26,0,Kevin Beban,N/A,00:24:31.3,1471.3,39.1,0,16,2014-11-11T00:00:00Z,Tai Tapu TT,Solo,Tai Tapu,TT,Standard course,TT,2014-15 Season,Kevin,Beban,male,Kevin B.
27,0,Neil Advent,N/A,00:24:32.6,1472.6000000000001,39.1,0,16,2014-11-11T00:00:00Z,Tai Tapu TT,Solo,Tai Tapu,TT,Standard course,TT,2014-15 Season,Neil,Advent,male,Neil A.
28,0,Andrew Villazon,N/A,00:24:39.2,1479.1999999999998,38.9,0,16,2014-11-11T00:00:00Z,Tai Tapu TT,Solo,Tai Tapu,TT,Standard course,TT,2014-15 Season,Andrew,Villazon,male,Andrew V.
29,0,Jack Walsh,N/A,00:24:41.9,1481.8999999999999,38.9,0,16,2014-11-11T00:00:00Z,Tai Tapu TT,Solo,Tai Tapu,TT,Standard course,TT,2014-15 Season,Jack,Walsh,male,Jack W.
30,0,Kent Mahon,N/A,00:24:50.9,1490.9,38.6,0,16,2014-11-11T00:00:00Z,Tai Tapu TT,Solo,Tai Tapu,TT,Standard course,TT,2014-15 Season,Kent,Mahon,male,Kent M.
31,0,Tim Holmes,N/A,00:24:57.5,1497.4999999999998,38.5,0,16,2014-11-11T00:00:00Z,Tai Tapu TT,Solo,Tai Tapu,TT,Standard course,TT,2014-15 Season,Tim,Holmes,male,Tim H.
32,0,Malcolm Thornton,N/A,00:25:03.3,1503.2999999999997,38.3,0,16,2014-11-11T00:00:00Z,Tai Tapu TT,Solo,Tai Tapu,TT,Standard course,TT,2014-15 Season,Malcolm,Thornton,male,Malcolm T.
33,0,Dan Collis,N/A,00:25:14.7,1514.7,38,0,16,2014-11-11T00:00:00Z,Tai Tapu TT,Solo,Tai Tapu,TT,Standard course,TT,2014-15 Season,Dan,Collis,male,Dan C.
34,0,Katie Bolt,Michael Smithson,00:25:19.6,1519.6000000000001,37.9,0,16,2014-11-11T00:00:00Z,Tai Tapu TT,Tandem,Tai Tapu,TT,Standard course,TT,2014-15 Season,Katie,Bolt,female,Katie B.
35,0,Harley Peddie,N/A,00:25:21.4,1521.3999999999999,37.9,0,16,2014-11-11T00:00:00Z,Tai Tapu TT,Solo,Tai Tapu,TT,Standard course,TT,2014-15 Season,Harley,Peddie,male,Harley P.
36,0,John Nicholson,N/A,00:25:27.2,1527.1999999999998,37.7,0,16,2014-11-11T00:00:00Z,Tai Tapu TT,Solo,Tai Tapu,TT,Standard course,TT,2014-15 Season,John,Nicholson,male,John N.
37,0,Sara Harnett,N/A,00:25:33.5,1533.5,37.6,0,16,2014-11-11T00:00:00Z,Tai Tapu TT,Solo,Tai Tapu,TT,Standard course,TT,2014-15 Season,Sara,Harnett,female,Sara H.
38,0,Andrew Allan,N/A,00:25:34.0,1534,37.5,0,16,2014-11-11T00:00:00Z,Tai Tapu TT,Solo,Tai Tapu,TT,Standard course,TT,2014-15 Season,Andrew,Allan,male,Andrew A.
39,0,Marc Ypelaar,N/A,00:25:36.1,1536.1000000000001,37.5,0,16,2014-11-11T00:00:00Z,Tai Tapu TT,Solo,Tai Tapu,TT,Standard course,TT,2014-15 Season,Marc,Ypelaar,male,Marc Y.
40,0,John O'Donnell,N/A,00:25:41.2,1541.1999999999998,37.4,0,16,2014-11-11T00:00:00Z,Tai Tapu TT,Solo,Tai Tapu,TT,Standard course,TT,2014-15 Season,John,O'Donnell,male,John O.
41,0,Sharon Prutton,N/A,00:25:43.1,1543.1000000000001,37.3,0,16,2014-11-11T00:00:00Z,Tai Tapu TT,Solo,Tai Tapu,TT,Standard course,TT,2014-15 Season,Sharon,Prutton,female,Sharon P.
42,0,Mary Jones,N/A,00:25:48.5,1548.5,37.2,0,16,2014-11-11T00:00:00Z,Tai Tapu TT,Solo,Tai Tapu,TT,Standard course,TT,2014-15 Season,Mary,Jones,female,Mary J.
43,0,Georgia Bushell,N/A,00:26:01.0,1561.0000000000005,36.9,0,16,2014-11-11T00:00:00Z,Tai Tapu TT,Solo,Tai Tapu,TT,Standard course,TT,2014-15 Season,Georgia,Bushell,female,Georgia B.
44,0,Russell Ownsworth,N/A,00:26:13.6,1573.6,36.6,0,16,2014-11-11T00:00:00Z,Tai Tapu TT,Solo,Tai Tapu,TT,Standard course,TT,2014-15 Season,Russell,Ownsworth,male,Russell O.
45,0,Christine Lambley,N/A,00:26:17.6,1577.6000000000001,36.5,0,16,2014-11-11T00:00:00Z,Tai Tapu TT,Solo,Tai Tapu,TT,Standard course,TT,2014-15 Season,Christine,Lambley,female,Christine L.
46,0,Kate Smith,N/A,00:26:28.4,1588.4,36.3,0,16,2014-11-11T00:00:00Z,Tai Tapu TT,Solo,Tai Tapu,TT,Standard course,TT,2014-15 Season,Kate,Smith,female,Kate S.
47,0,Jack Haughton,N/A,00:26:46.0,1606.000000000002,35.9,0,16,2014-11-11T00:00:00Z,Tai Tapu TT,Solo,Tai Tapu,TT,Standard course,TT,2014-15 Season,Jack,Haughton,male,Jack H.
48,0,Dennis Parker,N/A,00:26:47.9,1607.8999999999999,35.8,0,16,2014-11-11T00:00:00Z,Tai Tapu TT,Solo,Tai Tapu,TT,Standard course,TT,2014-15 Season,Dennis,Parker,male,Dennis P.
49,0,Matt Maloney,N/A,00:26:54.0,1614.0000000000025,35.7,0,16,2014-11-11T00:00:00Z,Tai Tapu TT,Solo,Tai Tapu,TT,Standard course,TT,2014-15 Season,Matt,Maloney,male,Matt M.
50,0,Chris Lawrence,N/A,00:26:56.8,1616.8,35.6,0,16,2014-11-11T00:00:00Z,Tai Tapu TT,Solo,Tai Tapu,TT,Standard course,TT,2014-15 Season,Chris,Lawrence,male,Chris L.
51,0,Steve Vercoe,N/A,00:27:11.4,1631.4,35.3,0,16,2014-11-11T00:00:00Z,Tai Tapu TT,Solo,Tai Tapu,TT,Standard course,TT,2014-15 Season,Steve,Vercoe,male,Steve V.
52,0,Tui Summers,N/A,00:27:14.0,1633.9999999999986,35.3,0,16,2014-11-11T00:00:00Z,Tai Tapu TT,Solo,Tai Tapu,TT,Standard course,TT,2014-15 Season,Tui,Summers,male,Tui S.
53,0,Nicholas Thornley,N/A,00:27:17.5,1637.5,35.2,0,16,2014-11-11T00:00:00Z,Tai Tapu TT,Solo,Tai Tapu,TT,Standard course,TT,2014-15 Season,Nicholas,Thornley,male,Nicholas T.
54,0,Rob Brand,N/A,00:27:25.0,1645,35,0,16,2014-11-11T00:00:00Z,Tai Tapu TT,Solo,Tai Tapu,TT,Standard course,TT,2014-15 Season,Rob,Brand,male,Rob B.
55,0,Ross Allen,N/A,00:27:31.4,1651.4,34.9,0,16,2014-11-11T00:00:00Z,Tai Tapu TT,Solo,Tai Tapu,TT,Standard course,TT,2014-15 Season,Ross,Allen,male,Ross A.
56,0,Bruce Milne,N/A,00:27:50.9,1670.9,34.5,0,16,2014-11-11T00:00:00Z,Tai Tapu TT,Solo,Tai Tapu,TT,Standard course,TT,2014-15 Season,Bruce,Milne,male,Bruce M.
57,0,Laurence Pithie,N/A,00:27:51.6,1671.6,34.5,0,16,2014-11-11T00:00:00Z,Tai Tapu TT,Solo,Tai Tapu,TT,Standard course,TT,2014-15 Season,Laurence,Pithie,male,Laurence P.
58,0,George Crichton,N/A,00:27:59.6,1679.6000000000001,34.3,0,16,2014-11-11T00:00:00Z,Tai Tapu TT,Solo,Tai Tapu,TT,Standard course,TT,2014-15 Season,George,Crichton,male,George C.
59,0,Kevin Searle,N/A,00:28:07.7,1687.7,34.1,0,16,2014-11-11T00:00:00Z,Tai Tapu TT,Solo,Tai Tapu,TT,Standard course,TT,2014-15 Season,Kevin,Searle,male,Kevin S.
60,0,Robert Whitehouse,N/A,00:28:13.0,1692.9999999999964,34,0,16,2014-11-11T00:00:00Z,Tai Tapu TT,Solo,Tai Tapu,TT,Standard course,TT,2014-15 Season,Robert,Whitehouse,male,Robert W.
61,0,Mary James-Mann,N/A,00:28:13.1,1693.1000000000001,34,0,16,2014-11-11T00:00:00Z,Tai Tapu TT,Solo,Tai Tapu,TT,Standard course,TT,2014-15 Season,Mary,James-Mann,female,Mary J.
62,0,Navarh Brotherston,N/A,00:28:21.6,1701.6000000000001,33.9,0,16,2014-11-11T00:00:00Z,Tai Tapu TT,Solo,Tai Tapu,TT,Standard course,TT,2014-15 Season,Navarh,Brotherston,male,Navarh B.
63,0,Fiona Humpheson,N/A,00:28:34.2,1714.2,33.6,0,16,2014-11-11T00:00:00Z,Tai Tapu TT,Solo,Tai Tapu,TT,Standard course,TT,2014-15 Season,Fiona,Humpheson,female,Fiona H.
64,0,Kat Bulk,N/A,00:28:41.0,1721.0000000000036,33.5,0,16,2014-11-11T00:00:00Z,Tai Tapu TT,Solo,Tai Tapu,TT,Standard course,TT,2014-15 Season,Kat,Bulk,female,Kat B.
65,0,Lisa Goldsbury,N/A,00:28:50.0,1730,33.3,0,16,2014-11-11T00:00:00Z,Tai Tapu TT,Solo,Tai Tapu,TT,Standard course,TT,2014-15 Season,Lisa,Goldsbury,female,Lisa G.
66,0,Alan Goulding,N/A,00:29:33.4,1773.3999999999999,32.5,0,16,2014-11-11T00:00:00Z,Tai Tapu TT,Solo,Tai Tapu,TT,Standard course,TT,2014-15 Season,Alan,Goulding,male,Alan G.
67,0,Leanne Creighton,N/A,00:29:59.6,1799.6,32,0,16,2014-11-11T00:00:00Z,Tai Tapu TT,Solo,Tai Tapu,TT,Standard course,TT,2014-15 Season,Leanne,Creighton,female,Leanne C.
68,0,Andrew Robb,N/A,00:31:37.8,1897.8,30.4,0,16,2014-11-11T00:00:00Z,Tai Tapu TT,Solo,Tai Tapu,TT,Standard course,TT,2014-15 Season,Andrew,Robb,male,Andrew R.
69,0,Andrew Nye,N/A,00:32:20.1,1940.1000000000001,29.7,0,16,2014-11-11T00:00:00Z,Tai Tapu TT,Solo,Tai Tapu,TT,Standard course,TT,2014-15 Season,Andrew,Nye,male,Andrew N.
70,0,Lisa Smailes,N/A,00:32:24.0,1944,29.6,0,16,2014-11-11T00:00:00Z,Tai Tapu TT,Solo,Tai Tapu,TT,Standard course,TT,2014-15 Season,Lisa,Smailes,female,Lisa S.
71,0,Kylie Kerr,N/A,00:33:17.0,1997.0000000000034,28.8,0,16,2014-11-11T00:00:00Z,Tai Tapu TT,Solo,Tai Tapu,TT,Standard course,TT,2014-15 Season,Kylie,Kerr,female,Kylie K.
72,0,Jessica Ownsworth,N/A,00:33:17.4,1997.3999999999999,28.8,0,16,2014-11-11T00:00:00Z,Tai Tapu TT,Solo,Tai Tapu,TT,Standard course,TT,2014-15 Season,Jessica,Ownsworth,female,Jessica O.
1,0,Sammi Ogle,N/A,00:15:14.2,914.1999999999999,31.5,0,8,2014-11-18T00:00:00Z,Tai Tapu TT,Solo,Tai Tapu,TT,Standard course,TT,2014-15 Season,Sammi,Ogle,female,Sammi O.
2,0,Lucy Humpheson,N/A,00:16:02.9,962.9,29.9,0,8,2014-11-18T00:00:00Z,Tai Tapu TT,Solo,Tai Tapu,TT,Standard course,TT,2014-15 Season,Lucy,Humpheson,female,Lucy H.
3,0,Olivia Kikstra,N/A,00:17:03.1,1023.0999999999999,28.1,0,8,2014-11-18T00:00:00Z,Tai Tapu TT,Solo,Tai Tapu,TT,Standard course,TT,2014-15 Season,Olivia,Kikstra,female,Olivia K.
4,0,Isaac Earl,N/A,00:18:23.5,1103.5,26.1,0,8,2014-11-18T00:00:00Z,Tai Tapu TT,Solo,Tai Tapu,TT,Standard course,TT,2014-15 Season,Isaac,Earl,male,Isaac E.
5,0,Thomas Humpheson,N/A,00:18:38.8,1118.8000000000002,25.7,0,8,2014-11-18T00:00:00Z,Tai Tapu TT,Solo,Tai Tapu,TT,Standard course,TT,2014-15 Season,Thomas,Humpheson,male,Thomas H.
1,0,Sam Horgan,N/A,00:19:56.0,1196,48.2,0,16,2014-11-18T00:00:00Z,Tai Tapu TT,Solo,Tai Tapu,TT,Standard course,TT,2014-15 Season,Sam,Horgan,male,Sam H.
2,0,Paul Odlin,N/A,00:20:26.6,1226.6000000000001,47,0,16,2014-11-18T00:00:00Z,Tai Tapu TT,Solo,Tai Tapu,TT,Standard course,TT,2014-15 Season,Paul,Odlin,male,Paul O.
3,0,David Roche,N/A,00:21:42.7,1302.6999999999998,44.2,0,16,2014-11-18T00:00:00Z,Tai Tapu TT,Solo,Tai Tapu,TT,Standard course,TT,2014-15 Season,David,Roche,male,David R.
4,0,Keagan Girdlestone,N/A,00:21:46.9,1306.9,44.1,0,16,2014-11-18T00:00:00Z,Tai Tapu TT,Solo,Tai Tapu,TT,Standard course,TT,2014-15 Season,Keagan,Girdlestone,male,Keagan G.
5,0,Tony Gibson,N/A,00:22:09.0,1328.9999999999998,43.3,0,16,2014-11-18T00:00:00Z,Tai Tapu TT,Solo,Tai Tapu,TT,Standard course,TT,2014-15 Season,Tony,Gibson,male,Tony G.
6,0,Adam Bull,N/A,00:22:39.1,1359.1,42.4,0,16,2014-11-18T00:00:00Z,Tai Tapu TT,Solo,Tai Tapu,TT,Standard course,TT,2014-15 Season,Adam,Bull,male,Adam B.
7,0,Ron Pithie,N/A,00:22:52.9,1372.9,42,0,16,2014-11-18T00:00:00Z,Tai Tapu TT,Solo,Tai Tapu,TT,Standard course,TT,2014-15 Season,Ron,Pithie,male,Ron P.
8,0,Jeremy Heathfield,N/A,00:22:53.0,1373,42,0,16,2014-11-18T00:00:00Z,Tai Tapu TT,Solo,Tai Tapu,TT,Standard course,TT,2014-15 Season,Jeremy,Heathfield,male,Jeremy H.
9,0,Neil Sutherland,N/A,00:23:01.1,1381.1000000000001,41.7,0,16,2014-11-18T00:00:00Z,Tai Tapu TT,Solo,Tai Tapu,TT,Standard course,TT,2014-15 Season,Neil,Sutherland,male,Neil S.
10,0,Simon Earl,N/A,00:23:08.9,1388.9,41.5,0,16,2014-11-18T00:00:00Z,Tai Tapu TT,Solo,Tai Tapu,TT,Standard course,TT,2014-15 Season,Simon,Earl,male,Simon E.
11,0,Gary Ferguson,N/A,00:23:28.0,1407.9999999999998,40.9,0,16,2014-11-18T00:00:00Z,Tai Tapu TT,Solo,Tai Tapu,TT,Standard course,TT,2014-15 Season,Gary,Ferguson,male,Gary F.
12,0,Sam Goodall,N/A,00:23:39.0,1419,40.6,0,16,2014-11-18T00:00:00Z,Tai Tapu TT,Solo,Tai Tapu,TT,Standard course,TT,2014-15 Season,Sam,Goodall,male,Sam G.
13,0,James Mander,N/A,00:23:39.7,1419.7,40.6,0,16,2014-11-18T00:00:00Z,Tai Tapu TT,Solo,Tai Tapu,TT,Standard course,TT,2014-15 Season,James,Mander,male,James M.
14,0,Heath Eckersley,N/A,00:23:39.8,1419.8000000000002,40.6,0,16,2014-11-18T00:00:00Z,Tai Tapu TT,Solo,Tai Tapu,TT,Standard course,TT,2014-15 Season,Heath,Eckersley,male,Heath E.
15,0,Carey Wood,N/A,00:23:42.3,1422.2999999999997,40.5,0,16,2014-11-18T00:00:00Z,Tai Tapu TT,Solo,Tai Tapu,TT,Standard course,TT,2014-15 Season,Carey,Wood,male,Carey W.
16,0,Chris Jordan,N/A,00:23:47.8,1427.8000000000002,40.3,0,16,2014-11-18T00:00:00Z,Tai Tapu TT,Solo,Tai Tapu,TT,Standard course,TT,2014-15 Season,Chris,Jordan,male,Chris J.
17,0,Ian Walsh,N/A,00:24:02.6,1442.6,39.9,0,16,2014-11-18T00:00:00Z,Tai Tapu TT,Solo,Tai Tapu,TT,Standard course,TT,2014-15 Season,Ian,Walsh,male,Ian W.
18,0,Craig Hamilton,N/A,00:24:06.2,1446.1999999999998,39.8,0,16,2014-11-18T00:00:00Z,Tai Tapu TT,Solo,Tai Tapu,TT,Standard course,TT,2014-15 Season,Craig,Hamilton,male,Craig H.
19,0,Dean Cameron,N/A,00:24:06.2,1446.1999999999998,39.8,0,16,2014-11-18T00:00:00Z,Tai Tapu TT,Solo,Tai Tapu,TT,Standard course,TT,2014-15 Season,Dean,Cameron,male,Dean C.
20,0,Pete Olds,N/A,00:24:25.9,1465.9,39.3,0,16,2014-11-18T00:00:00Z,Tai Tapu TT,Solo,Tai Tapu,TT,Standard course,TT,2014-15 Season,Pete,Olds,male,Pete O.
21,0,Dylan McNeice,N/A,00:24:26.5,1466.5,39.3,0,16,2014-11-18T00:00:00Z,Tai Tapu TT,Solo,Tai Tapu,TT,Standard course,TT,2014-15 Season,Dylan,McNeice,male,Dylan M.
22,0,Matt Dombroski,N/A,00:24:28.3,1468.3000000000002,39.2,0,16,2014-11-18T00:00:00Z,Tai Tapu TT,Solo,Tai Tapu,TT,Standard course,TT,2014-15 Season,Matt,Dombroski,male,Matt D.
23,0,Gareth Morgan,N/A,00:24:34.3,1474.3,39.1,0,16,2014-11-18T00:00:00Z,Tai Tapu TT,Solo,Tai Tapu,TT,Standard course,TT,2014-15 Season,Gareth,Morgan,male,Gareth M.
24,0,Jeannie Blakemore,N/A,00:24:42.2,1482.2,38.9,0,16,2014-11-18T00:00:00Z,Tai Tapu TT,Solo,Tai Tapu,TT,Standard course,TT,2014-15 Season,Jeannie,Blakemore,female,Jeannie B.
25,0,Tim Holmes,N/A,00:24:49.0,1489,38.7,0,16,2014-11-18T00:00:00Z,Tai Tapu TT,Solo,Tai Tapu,TT,Standard course,TT,2014-15 Season,Tim,Holmes,male,Tim H.
26,0,Stuart Wise,N/A,00:24:54.7,1494.6999999999998,38.5,0,16,2014-11-18T00:00:00Z,Tai Tapu TT,Solo,Tai Tapu,TT,Standard course,TT,2014-15 Season,Stuart,Wise,male,Stuart W.
27,0,Jack Walsh,N/A,00:24:55.2,1495.2,38.5,0,16,2014-11-18T00:00:00Z,Tai Tapu TT,Solo,Tai Tapu,TT,Standard course,TT,2014-15 Season,Jack,Walsh,male,Jack W.
28,0,Darran Humpheson,N/A,00:25:06.1,1506.1000000000001,38.2,0,16,2014-11-18T00:00:00Z,Tai Tapu TT,Solo,Tai Tapu,TT,Standard course,TT,2014-15 Season,Darran,Humpheson,male,Darran H.
29,0,Sharon Prutton,N/A,00:25:17.6,1517.6,38,0,16,2014-11-18T00:00:00Z,Tai Tapu TT,Solo,Tai Tapu,TT,Standard course,TT,2014-15 Season,Sharon,Prutton,female,Sharon P.
30,0,Campbell Pithie,N/A,00:25:25.3,1525.3,37.8,0,16,2014-11-18T00:00:00Z,Tai Tapu TT,Solo,Tai Tapu,TT,Standard course,TT,2014-15 Season,Campbell,Pithie,male,Campbell P.
31,0,Sue Lazar,N/A,00:25:51.5,1551.5000000000002,37.1,0,16,2014-11-18T00:00:00Z,Tai Tapu TT,Solo,Tai Tapu,TT,Standard course,TT,2014-15 Season,Sue,Lazar,female,Sue L.
32,0,Malcolm Thornton,N/A,00:25:56.3,1556.3,37,0,16,2014-11-18T00:00:00Z,Tai Tapu TT,Solo,Tai Tapu,TT,Standard course,TT,2014-15 Season,Malcolm,Thornton,male,Malcolm T.
33,0,Harley Peddie,N/A,00:25:59.0,1559.0000000000002,36.9,0,16,2014-11-18T00:00:00Z,Tai Tapu TT,Solo,Tai Tapu,TT,Standard course,TT,2014-15 Season,Harley,Peddie,male,Harley P.
34,0,Mary Jones,N/A,00:26:05.3,1565.3000000000002,36.8,0,16,2014-11-18T00:00:00Z,Tai Tapu TT,Solo,Tai Tapu,TT,Standard course,TT,2014-15 Season,Mary,Jones,female,Mary J.
35,0,John O'Donnell,N/A,00:26:05.8,1565.8000000000002,36.8,0,16,2014-11-18T00:00:00Z,Tai Tapu TT,Solo,Tai Tapu,TT,Standard course,TT,2014-15 Season,John,O'Donnell,male,John O.
36,0,Marc Ypelaar,N/A,00:26:47.9,1607.8999999999999,35.8,0,16,2014-11-18T00:00:00Z,Tai Tapu TT,Solo,Tai Tapu,TT,Standard course,TT,2014-15 Season,Marc,Ypelaar,male,Marc Y.
37,0,Christine Lambley,N/A,00:26:49.8,1609.8,35.8,0,16,2014-11-18T00:00:00Z,Tai Tapu TT,Solo,Tai Tapu,TT,Standard course,TT,2014-15 Season,Christine,Lambley,female,Christine L.
38,0,Kate Smith,N/A,00:27:00.8,1620.7999999999997,35.5,0,16,2014-11-18T00:00:00Z,Tai Tapu TT,Solo,Tai Tapu,TT,Standard course,TT,2014-15 Season,Kate,Smith,female,Kate S.
39,0,Rob Brand,N/A,00:27:07.8,1627.8000000000002,35.4,0,16,2014-11-18T00:00:00Z,Tai Tapu TT,Solo,Tai Tapu,TT,Standard course,TT,2014-15 Season,Rob,Brand,male,Rob B.
40,0,Chris Lawrence,N/A,00:27:21.8,1641.8000000000002,35.1,0,16,2014-11-18T00:00:00Z,Tai Tapu TT,Solo,Tai Tapu,TT,Standard course,TT,2014-15 Season,Chris,Lawrence,male,Chris L.
41,0,Craig Weaver,N/A,00:27:40.0,1660,34.7,0,16,2014-11-18T00:00:00Z,Tai Tapu TT,Solo,Tai Tapu,TT,Standard course,TT,2014-15 Season,Craig,Weaver,male,Craig W.
42,0,Dennis Parker,N/A,00:27:46.0,1666,34.6,0,16,2014-11-18T00:00:00Z,Tai Tapu TT,Solo,Tai Tapu,TT,Standard course,TT,2014-15 Season,Dennis,Parker,male,Dennis P.
43,0,Robert Whitehouse,N/A,00:27:50.2,1670.2,34.5,0,16,2014-11-18T00:00:00Z,Tai Tapu TT,Solo,Tai Tapu,TT,Standard course,TT,2014-15 Season,Robert,Whitehouse,male,Robert W.
44,0,Matt Maloney,N/A,00:27:53.2,1673.2,34.4,0,16,2014-11-18T00:00:00Z,Tai Tapu TT,Solo,Tai Tapu,TT,Standard course,TT,2014-15 Season,Matt,Maloney,male,Matt M.
45,0,Mary James-Mann,N/A,00:28:33.7,1713.6999999999998,33.6,0,16,2014-11-18T00:00:00Z,Tai Tapu TT,Solo,Tai Tapu,TT,Standard course,TT,2014-15 Season,Mary,James-Mann,female,Mary J.
46,0,Navarh Brotherston,N/A,00:28:42.9,1722.8999999999999,33.4,0,16,2014-11-18T00:00:00Z,Tai Tapu TT,Solo,Tai Tapu,TT,Standard course,TT,2014-15 Season,Navarh,Brotherston,male,Navarh B.
47,0,Darren Small,N/A,00:28:46.0,1726.0000000000002,33.4,0,16,2014-11-18T00:00:00Z,Tai Tapu TT,Solo,Tai Tapu,TT,Standard course,TT,2014-15 Season,Darren,Small,male,Darren S.
48,0,Laurence Pithie,N/A,00:28:52.6,1732.6,33.2,0,16,2014-11-18T00:00:00Z,Tai Tapu TT,Solo,Tai Tapu,TT,Standard course,TT,2014-15 Season,Laurence,Pithie,male,Laurence P.
49,0,Lisa Goldsbury,N/A,00:28:53.3,1733.3,33.2,0,16,2014-11-18T00:00:00Z,Tai Tapu TT,Solo,Tai Tapu,TT,Standard course,TT,2014-15 Season,Lisa,Goldsbury,female,Lisa G.
50,0,Frank MacDonald,N/A,00:28:55.8,1735.8000000000002,33.2,0,16,2014-11-18T00:00:00Z,Tai Tapu TT,Solo,Tai Tapu,TT,Standard course,TT,2014-15 Season,Frank,MacDonald,male,Frank M.
51,0,Fiona Humpheson,N/A,00:28:57.5,1737.5,33.2,0,16,2014-11-18T00:00:00Z,Tai Tapu TT,Solo,Tai Tapu,TT,Standard course,TT,2014-15 Season,Fiona,Humpheson,female,Fiona H.
52,0,Kat Bulk,N/A,00:29:46.1,1786.1,32.2,0,16,2014-11-18T00:00:00Z,Tai Tapu TT,Solo,Tai Tapu,TT,Standard course,TT,2014-15 Season,Kat,Bulk,female,Kat B.
53,0,Tracey Watson,N/A,00:30:59.5,1859.5,31,0,16,2014-11-18T00:00:00Z,Tai Tapu TT,Solo,Tai Tapu,TT,Standard course,TT,2014-15 Season,Tracey,Watson,female,Tracey W.
54,0,Sarah OConnell,N/A,00:32:52.4,1972.3999999999999,29.2,0,16,2014-11-18T00:00:00Z,Tai Tapu TT,Solo,Tai Tapu,TT,Standard course,TT,2014-15 Season,Sarah,OConnell,female,Sarah O.
55,0,Bruce Stanton,N/A,00:33:03.8,1983.8,29,0,16,2014-11-18T00:00:00Z,Tai Tapu TT,Solo,Tai Tapu,TT,Standard course,TT,2014-15 Season,Bruce,Stanton,male,Bruce S.
1,0,Laurence Pithie,N/A,00:14:41.9,881.9000000000001,32.7,0,8,2014-11-25T00:00:00Z,Tai Tapu TT,Solo,Tai Tapu,TT,Standard course,TT,2014-15 Season,Laurence,Pithie,male,Laurence P.
2,0,Sammi Ogle,N/A,00:15:17.5,917.4999999999999,31.4,0,8,2014-11-25T00:00:00Z,Tai Tapu TT,Solo,Tai Tapu,TT,Standard course,TT,2014-15 Season,Sammi,Ogle,female,Sammi O.
3,0,Lucy Humpheson,N/A,00:16:00.1,960.0999999999998,30,0,8,2014-11-25T00:00:00Z,Tai Tapu TT,Solo,Tai Tapu,TT,Standard course,TT,2014-15 Season,Lucy,Humpheson,female,Lucy H.
4,0,Josh Corsey,N/A,00:16:25.6,985.6,29.2,0,8,2014-11-25T00:00:00Z,Tai Tapu TT,Solo,Tai Tapu,TT,Standard course,TT,2014-15 Season,Josh,Corsey,male,Josh C.
5,0,Isaac Earl,N/A,00:17:30.0,1050,27.4,0,8,2014-11-25T00:00:00Z,Tai Tapu TT,Solo,Tai Tapu,TT,Standard course,TT,2014-15 Season,Isaac,Earl,male,Isaac E.
6,0,Thomas Humpheson,N/A,00:19:33.3,1173.3000000000002,24.5,0,8,2014-11-25T00:00:00Z,Tai Tapu TT,Solo,Tai Tapu,TT,Standard course,TT,2014-15 Season,Thomas,Humpheson,male,Thomas H.
1,0,Paul Odlin,N/A,00:19:59.1,1199.1000000000001,48,0,16,2014-11-25T00:00:00Z,Tai Tapu TT,Solo,Tai Tapu,TT,Standard course,TT,2014-15 Season,Paul,Odlin,male,Paul O.
2,0,Sam Horgan,N/A,00:19:59.7,1199.6999999999998,48,0,16,2014-11-25T00:00:00Z,Tai Tapu TT,Solo,Tai Tapu,TT,Standard course,TT,2014-15 Season,Sam,Horgan,male,Sam H.
3,0,Jake Marryatt,N/A,00:21:38.4,1298.4,44.4,0,16,2014-11-25T00:00:00Z,Tai Tapu TT,Solo,Tai Tapu,TT,Standard course,TT,2014-15 Season,Jake,Marryatt,male,Jake M.
